ID;English;Chinese Simplified;Chinese Traditional;Czech;Danish;German;Greek;Finnish;French;Indonesian;Italian;Japanese;Korean;Dutch;Norwegian;Polish;Portugese;Spanish;Swedish;Tagalog
1200000098;Adin;亚丁;亞丁;ADIN;ADIN;Adin;ΑΔΙΝ;Adin;Adîn;ADIN;Adin;アディン;아딘;ADIN;ADIN;ADIN;Adim;ADÍN;ADIN;ADIN
1200000099;Adina;亚第拿;亞第拿;ADINA;ADINA;Adina;ΑΔΙΝΑ;Adina;Adina;ADINA;Adina;アディナ;아디나;ADINA;ADINA;ADINA;Adina;ADINÁ;ADINA;ADINA
1200000100;Adino;亚底挪;亞底挪;ADINO;ADINO;Adino;ΑΔΙΝΩ;Adino;Adino;ADINO;Adino;アディノ;아디노;ADINO;ADINO;ADINO;Adino;ADINO;ADINO;ADINO
1200000101;Adithaim;亚底他音;亞底他音;ADITAJIM;ADITAJIM;Adithajim;ΑΔΙΘΑΪΜ;Aditaim;Adithaïm;ADITAIM;Aditaim;アディタイム;아디다임;ADITHAÏM;ADITAJIM;ADITAIM;Aditaim;ADITAIM;ADITAJIM;ADITAIM
1200000102;Adjutant;副官;副官;POBOČNÍK;ADJUDANT;Adjutant;ΥΠΑΣΠΙΣΤΗΣ;Adjutantti;Aide de camp;AJUDAN;Aiutante;副官;부관;ADJUDANT;ADJUTANT;PRZYBOCZNY;Ajudante-de-ordens;ADJUTOR;ADJUTANT;AYUDANTE
1200000103;Adlai;亚第来;亞第來;ADLAI;ADLAJ;Adlai;ΑΔΛΑΪ;Adlai;Adlaï;ADLAI;Adlai;アドライ;아들래;ADLAI;ADLAI;ADLAJ;Adlai;ADLAI;ADLAJ;ADLAI
1200000104;Admah;押玛;押瑪;ADMA;ADMA;Adma;ΑΔΜΑ;Adma;Adma;ADMA;Adma;アドマ;아드마;ADMA;ADMA;ADMA;Admá;ADMÁ;ADMA;ADMA
1200000105;Admatha;押玛他;押瑪他;ADMATA;ADMATA;Admatha;ΑΔΜΑΘΑ;Admata;Admatha;ADMATA;Admata;アドマタ;아드마다;ADMATHA;ADMATA;ADMATA;Admata;ADMATÁ;ADMATA;ADMATA
1200000106;Administration;管理安排;管理安排;SPRÁVA;ADMINISTRATION;Verwaltung;ΔΙΟΙΚΗΣΗ, ΔΙΑΧΕΙΡΙΣΗ;Hallinto;Administration;ADMINISTRASI;Amministrazione;管理;관리, 관리 체제, 행정;BESTUUR;ADMINISTRASJON, FORVALTNING;ZARZĄDZANIE;Administração;ADMINISTRACIÓN;FÖRVALTNING;PANGANGASIWA
1200000107;Adna;押纳;押納;ADNA;;Adna;ΑΔΝΑ;Adna;Adna;ADNA;Adna;アドナ，I;아드나, I;ADNA;ADNA;ADNA;Adna;ADNÁ;;ADNA
1200000108;Adnah;押拿;押拿;ADNAH;ADNA;Adnach;ΑΔΝΑΧ;Adnah;Adnah;ADNAH;;アドナ，II;아드나, II;ADNAH;ADNAH;ADNACH;Adná;ADNAH;ADNA;ADNAH
1200000109;Adoni-bezek;亚多尼比色;亞多尼比色;ADONI-BEZEK;ADONI-BEZEK;Adoni-Besek;ΑΔΩΝΙ‐ΒΕΖΕΚ;Adoni-Besek;Adoni-Bézeq;ADONI-BEZEK;Adoni-Bezec;アドニ･ベゼク;아도니-베섹;ADONI-BEZEK;ADONI-BESEK;ADONI-BEZEK;Adoni-Bezeque;ADONI-BÉZEQ;ADONI-BESEK;ADONI-BEZEK
1200000110;Adonijah;亚多尼雅;亞多尼雅;ADONIJÁŠ;ADONIJA;Adonia;ΑΔΩΝΙΑΣ;Adonia;Adoniya;ADONIYA;Adonia;アドニヤ;아도니야;ADONIA;ADONJA;ADONIASZ;Adonias;ADONÍAS;ADONIA;ADONIAS
1200000111;Adonikam;亚多尼干;亞多尼干;ADONIKAM;ADONIKAM;Adonikam;ΑΔΩΝΙΚΑΜ;Adonikam;Adoniqam;ADONIKAM;Adonicam;アドニカム;아도니감;ADONIKAM;ADONIKAM;ADONIKAM;Adonicão;ADONIQAM;ADONIKAM;ADONIKAM
1200000112;Adoniram;亚多尼兰;亞多尼蘭;ADONIRAM;ADONIRAM;Adoniram;ΑΔΩΝΙΡΑΜ;Adoniram;Adoniram;ADONIRAM;Adoniram;アドニラム;아도니람;ADONIRAM;ADONIRAM;ADONIRAM;Adonirão;ADONIRAM;ADONIRAM;ADONIRAM
1200000113;Adoni-zedek;亚多尼洗德;亞多尼洗德;ADONI-CEDEK;ADONI-ZEDEK;Adoni-Zedek;ΑΔΩΝΙΣΕΔΕΚ;Adoni-Sedek;Adoni-Tsédeq;ADONI-ZEDEK;Adoni-Zedec;アドニ･ツェデク;아도니-세덱;ADONI-ZEDEK;ADONI-SEDEK;ADONI-CEDEK;Adoni-Zedeque;ADONI-ZÉDEQ;ADONI-SEDEK;ADONI-ZEDEK
1200000114;Adoption;收纳做儿子;收納做兒子;ADOPCE;ADOPTION;Annahme an Sohnes Statt, Adoption;ΥΙΟΘΕΣΙΑ;Pojaksiotto, adoptio;Adoption;ANGKAT ANAK;Adozione;養子縁組;입양;AANNEMING, ADOPTIE;ADOPSJON;USYNOWIENIE;Adoção;ADOPCIÓN;ADOPTION;PAG-AAMPON
1200000115;Adoraim;亚多莱音;亞多萊音;ADORAJIM;ADORAJIM;Adorajim;ΑΔΩΡΑΪΜ;Adoraim;Adoraïm;ADORAIM;Adoraim;アドライム;아도라임;ADORAÏM;ADORAJIM;ADORAIM;Adoraim;ADORAIM;ADORAJIM;ADORAIM
1200000116;Adoram;亚多兰;亞多蘭;ADORAM;ADORAM;Adoram;ΑΔΩΡΑΜ;Adoram;Adoram;ADORAM;Adoram;アドラム，I;아도람;ADORAM;ADORAM;ADORAM;Adorão;ADORAM;ADORAM;ADORAM
1200000117;Adornment;装饰;裝飾;ZDOBENÍ;PRYDELSE;Schmuck;ΣΤΟΛΙΣΜΟΣ;Kaunistus;;DANDANAN;Adornamento;飾り物，飾り;단장;VERSIERING;PRYD, PRYDELSE;;Adorno;ADORNO(S);PRYDNAD;KAGAYAKAN
1200000118;Adrammelech;亚得米勒;亞得米勒;ADRAMMELEK;ADRAMMELEK;Adrammelech;ΑΔΡΑΜΜΕΛΕΧ;Adrammelek;Adrammélek;ADRAMELEKH;Adrammelec;アドラメレク;아드람멜렉;ADRAMMELECH;ADRAMMELEK;ADRAMMELECH;Adrameleque;ADRAMÉLEC;ADRAMMELEK;ADRAMELEC
1200000119;Adramyttium;亚大米田;亞大米田;ADRAMYTTIUM;ADRAMYTTIUM;Adramyttium;ΑΔΡΑΜΥΤΤΙΟ;Adramyttion;Adramyttium;ADRAMITIUM;Adramittio;アドラミティオン;아드라뭇데노;ADRAMYTTIUM;ADRAMYTTIUM;ADRAMYTTION;Adramítio;ADRAMITIO;ADRAMYTTION;ADRAMETO
1200000120;Adria;阿德里亚;阿德里亞;ADRIE;ADRIATERHAVET;Adria;ΑΔΡΙΑΣ;Adrianmeri;Adria;ADRIA;Adria;アドリア;아드리아;ADRIA;ADRIAHAVET;ADRIA;Ádria;ADRIA;ADRIAHAVET;ADRIA
1200000121;Adriel;亚得列;亞得列;ADRIEL;ADRIEL;Adriel;ΑΔΡΙΗΛ;Adriel;Adriël;ADRIEL;Adriel;アドリエル;아드리엘;ADRIËL;ADRIEL;ADRIEL;Adriel;ADRIEL;ADRIEL;ADRIEL
1200000122;Adullam;亚杜兰;亞杜蘭;ADULLAM;ADULLAM;Adullam;ΟΔΟΛΛΑΜ;Adullam;Adoullam;ADULAM;Adullam;アドラム，II;아둘람;ADULLAM;ADULLAM;ADULLAM;Adulão;ADULAM;ADULLAM;ADULAM
1200000123;Adultery;通奸;通姦;CIZOLOŽSTVÍ;ÆGTESKABSBRUD;Ehebruch;ΜΟΙΧΕΙΑ;Aviorikos;Adultère;ZINA, PERZINAAN;Adulterio;姦淫;간음;OVERSPEL;EKTESKAPSBRUDD;CUDZOŁÓSTWO;Adultério;ADULTERIO;ÄKTENSKAPSBROTT;PANGANGALUNYA
1200000124;Adummim;亚都悯;亞都憫;ADUMMIM;ADUMMIM;Adummim;ΑΔΟΥΜΜΙΜ;Adummim;Adoummim;ADUMIM;Adummim;アドミム;아둠밈;ADUMMIM;ADUMMIM-STIGNINGEN;ADUMMIM;Adumim;ADUMIM;ADUMMIMSTIGNINGEN;ADUMIM
1200000125;Adversary;敌人;敵人;PROTIVNÍK;MODSTANDER;Widersacher;ΑΝΤΙΔΙΚΟΣ;Vastustaja;Adversaire;LAWAN;Avversario;敵対者，敵対する者;적대자;TEGENSTANDER;MOTSTANDER;WRÓG;Adversário;ADVERSARIO;MOTSTÅNDARE;KALABAN
1200000126;Aeneas;以尼雅;以尼雅;AINEAS;ÆNEAS;Äneas;ΑΙΝΕΑΣ;Aineas;Énée;ENEAS;Enea;アイネア;애니아;ENEAS;ÆNEAS;ENEASZ;Enéias;ENEAS;ENEAS;ENEAS
1200000127;Aenon;艾嫩;艾嫩;AINON;ÆNON;Änon;ΑΙΝΩΝ;Ainon;Aenôn;AENON;Enon;アイノン;애논;ENON;AINON;AINON;Enom;ENÓN;ENON;ENON
1200000128;Affection;深厚的感情;深厚的感情;NÁKLONNOST;HENGIVENHED;Zuneigung;ΣΤΟΡΓΗ;Kiintymys;Affection;KASIH SAYANG;Affetto, Affezione;愛情，情愛;애정;GENEGENHEID;HENGIVENHET;;Afeição;CARIÑO;TILLGIVENHET;PAGMAMAHAL
1200000129;Agabus;亚迦布;亞迦布;AGABOS;AGABUS;Agabus;ΑΓΑΒΟΣ;Agabos;Agabus;AGABUS;Agabo;アガボ;아가보;AGABUS;AGABUS;AGABUS;Ágabo;ÁGABO;AGABOS;AGABO
1200000130;Agag;亚甲;亞甲;AGAG;AGAG;Agag;ΑΓΑΓ;Agag;Agag;AGAG;Agag;アガグ;아각;AGAG;AGAG;AGAG;Agague;AGAG;AGAG;AGAG
1200000131;Agagite;亚甲人;亞甲人;AGAGOVEC;AGAGIT;Agagiter;ΑΓΑΓΙΤΗΣ;Agagilainen;Agaguite;AGAG, ORANG;Agaghita;アガグ人;아각 사람;AGAGIET;AGAGITT;AGAGITA;Agagita;AGAGUITA;AGAGIT;AGAGITA
1200000132;Agate;玛瑙;瑪瑙;ACHÁT;AGAT;Achat;ΑΧΑΤΗΣ;Akaatti;Agate;AKIK;Agata;めのう;마노;AGAAT;AGAT;AGAT;Ágata;ÁGATA;AGAT;AGATA
1200000133;Age;年龄，岁数;年齡，歲數;VĚK;ALDER;Alter;ΗΛΙΚΙΑ;Ikä;Âge;USIA;Età;年齢，時代;나이;LEEFTIJD;ALDER;WIEK;Idade, era;EDAD;ÅLDER;EDAD
1200000134;Agee;亚基;亞基;AGEE;AGE;Age;ΑΓΑΙ;Age;Agué;AGE;Aghee;アゲ;아게;AGE;AGE;AGE;Agé;AGUÉ;AGE;AGEE
1200000135;Agriculture;农业;農業;ZEMĚDĚLSTVÍ;LANDBRUG;Landwirtschaft;ΓΕΩΡΓΙΑ;Maatalous;Agriculture;TANI, PERTANIAN;Agricoltura;農業;농사;LANDBOUW;JORDBRUK;ROLNICTWO;Agricultura;AGRICULTURA;JORDBRUK;AGRIKULTURA
1200000136;Agrippa;亚基帕;亞基帕;AGRIPPA;AGRIPPA;Agrippa;ΑΓΡΙΠΠΑΣ;Agrippa;Agrippa;AGRIPA;Agrippa;アグリッパ;아그리파;AGRIPPA;AGRIPPA;AGRYPPA;Agripa;AGRIPA;AGRIPPA;AGRIPA
1200000137;Agur;亚古珥;亞古珥;AGUR;AGUR;Agur;ΑΓΟΥΡ;Agur;Agour;AGUR;Agur;アグル;아굴;AGUR;AGUR;AGUR;Agur;AGUR;AGUR;AGUR
1200000138;Ahab;亚哈;亞哈;ACHAB;AKAB;Ahab;ΑΧΑΑΒ;Ahab;Ahab;AHAB;Acab;アハブ;아합;ACHAB;AKAB;ACHAB;Acabe;ACAB;AHAB;AHAB
1200000139;Aharah;亚哈拉;亞哈拉;ACHRACH;AHERA;Achrach;ΑΧΑΡΑ;Ahrah;Ahrah;AHARAH;Aara;アフラハ;아하라;AHRAH;AKRAH;ACHRACH;Aará;AHARÁ;AHARA;AHARA
1200000140;Aharhel;亚哈黑;亞哈黑;ACHARCHEL;AHARHEL;Aharhel;ΑΧΑΡΗΛ;Aharhel;Aharhel;AHARHEL;Aarel;アハルヘル;아하헬;AHARHEL;AHARHEL;ACHARCHEL;Aarel;AHARHEL;AHARHEL;AHARHEL
1200000141;Ahasbai;亚哈拜;亞哈拜;ACHASBAI;AHASBAJ;Ahasbai;ΑΑΣΒΑΪ;Ahasbai;Ahasbaï;AHASBAI;Aasbai;アハスバイ;아하스배;AHASBAI;AHASBAI;ACHASBAJ;Aasbai;AHASBAI;AHASBAI;AHASBAI
1200000142;Ahasuerus;亚哈随鲁;亞哈隨魯;AHASVERUS;AHASVERUS;Ahasverus;ΑΣΣΟΥΗΡΗΣ;Ahasveros;Assuérus;AHASWEROS;Assuero;アハシュエロス;아하수에로;AHASVEROS;AHASVERUS;ASWERUS;Assuero;ASUERO;AHASVEROS;AHASUERO
1200000143;Ahava;亚哈瓦;亞哈瓦;AHAVA;AHAVA;Ahawa;ΑΑΒΑ;Ahava;Ahava;AHAWA;Aava;アハワ;아하와;AHAVA;AHAVA;AHAWA;Aava;AHAVÁ;AHAVA;AHAVA
1200000144;Ahaz;亚哈斯;亞哈斯;ACHAZ;AKAZ;Ahas;ΑΧΑΖ;Ahas;Ahaz;AHAZ;Acaz;アハズ;아하스;ACHAZ;AKAS;ACHAZ;Acaz;ACAZ;AHAS;AHAZ
1200000145;Ahaziah;亚哈谢;亞哈謝;ACHAZJÁŠ;AHAZJA;Ahasja;ΟΧΟΖΙΑΣ;Ahasja;Ahazia;AHAZIA;Acazia;アハジヤ;아하시야;AHAZIA;AKASJA;ACHAZJASZ;Acazias;OCOZÍAS;AHASJA;AHAZIAS
1200000146;Ahban;亚办;亞辦;ACHBAN;ABAN;Achban;ΑΑΒΑΝ;Ahban;Ahbân;AHBAN;Aban;アフバン;아반;ACHBAN;AKBAN;ACHBAN;Abã;AHBÁN;AHBAN;ABAN
1200000147;Aher;亚赫;亞赫;ACHER;AHER;Aher;ΑΧΗΡ;Aher;Aher;AHER;Aher;アヘル;아헬;AHER;AKER;ACHER;Aer;AHER;AHER;AHER
1200000148;Ahi;亚希;亞希;ACHI;AHI;Ahi;ΑΧΙ;Ahi;Ahi;AHI;Ahi;アヒ;아히;AHI;AKI;ACHI;Aí;AHÍ;AHI;AHI
1200000149;Ahiam;亚希暗;亞希暗;ACHIAM;AHIAM;Ahiam;ΑΧΙΑΜ;Ahiam;Ahiam;AHIAM;Aiam;アヒアム;아히암;AHIAM;AKIAM;ACHIAM;Aião;AHIAM;AHIAM;AHIAM
1200000150;Ahian;亚现;亞現;ACHJAN;AJAN;Achjan;ΑΧΙΑΝ;Ahjan;Ahiân;AHIAN;Aian;アヒヤン;아히안;AHIAN;AKJAN;ACHIAN;Aiã;AHIÁN;AHJAN;AHIAN
1200000151;Ahiezer;亚希以谢;亞希以謝;ACHIEZER;AHI’EZER;Ahieser;ΑΧΙΕΖΕΡ;Ahieser;Ahiézer;AHIEZER;Ahiezer;アヒエゼル;아히에셀;AHIËZER;AKIESER;ACHIEZER;Aiezer;AHIÉZER;AHIESER;AHIEZER
1200000152;Ahihud;亚希忽;亞希忽;ACHICHUD;AHIHUD;Ahihud;ΑΧΙΟΥΔ;Ahihud;Ahihoud;AHIHUD;Aiud;アヒフド;아히훗;ACHIHUD;AKIHUD;ACHIHUD;Aiúde;AHIHUD;AHIHUD;AHIHUD
1200000153;Ahijah;亚希雅;亞希雅;ACHIJÁŠ;AHIJA;Ahija;ΑΧΙΑ;Ahia;Ahiya;AHIYA;Ahia;アヒヤ;아히야;AHIA;AKIJA;ACHIJASZ;Aijá;AHÍYA;AHIA;AHIAS
1200000154;Ahikam;亚希甘;亞希甘;ACHIKAM;AHIKAM;Ahikam;ΑΧΙΚΑΜ;Ahikam;Ahiqam;AHIKAM;Aicam;アヒカム;아히감;AHIKAM;AHIKAM;ACHIKAM;Aicão;AHIQAM;AHIKAM;AHIKAM
1200000155;Ahilud;亚希律;亞希律;ACHILUD;AHILUD;Ahilud;ΑΧΙΛΟΥΔ;Ahilud;Ahiloud;AHILUD;Ailud;アヒルド;아힐룻;AHILUD;AKILUD;ACHILUD;Ailude;AHILUD;AHILUD;AHILUD
1200000156;Ahimaaz;亚希玛斯;亞希瑪斯;ACHIMAAC;AHIMA’AZ;Ahimaaz;ΑΧΙΜΑΑΣ;Ahimaas;Ahimaats;AHIMAAZ;Ahimaaz;アヒマアツ;아히마아스;AHIMAÄZ;AKIMA’AS;ACHIMAAC;Aimaás;AHIMÁAZ;AHIMAAS;AHIMAAS
1200000157;Ahiman;亚希幔;亞希幔;ACHIMAN;AHIMAN;Ahiman;ΑΧΙΜΑΝ;Ahiman;Ahimân;AHIMAN;Ahiman;アヒマン;아히만;AHIMAN;AKIMAN;ACHIMAN;Aimã;AHIMÁN;AHIMAN;AHIMAN
1200000158;Ahimelech;亚希米勒;亞希米勒;ACHIMELEK;AHIMELEK;Ahimelech;ΑΧΙΜΕΛΕΧ;Ahimelek;Ahimélek;AHIMELEKH;Ahimelec;アヒメレク;아히멜렉;ACHIMELECH;AKIMELEK;ACHIMELECH;Aimeleque;AHIMÉLEC;AHIMELEK;AHIMELEC
1200000159;Ahimoth;亚希摩;亞希摩;ACHIMOT;AHIMOT;Ahimoth;ΑΧΙΜΩΘ;Ahimot;Ahimoth;AHIMOT;Aimot;アヒモト;아히못;AHIMOTH;AKIMOT;ACHIMOT;Aimote;AHIMOT;AHIMOT;AHIMOT
1200000160;Ahinadab;亚希拿达;亞希拿達;ACHINADAB;AHINADAB;Ahinadab;ΑΧΙΝΑΔΑΒ;Ahinadab;Ahinadab;AHINADAB;Ainadab;アヒナダブ;아히나답;AHINADAB;AKINADAB;ACHINADAB;Ainadabe;AHINADAB;AHINADAB;AHINADAB
1200000161;Ahinoam;亚希暖;亞希暖;ACHINOAM;AHINOAM;Ahinoam;ΑΧΙΝΟΑΜ;Ahinoam;Ahinoam;AHINOAM;Ahinoam;アヒノアム;아히노암;AHINOAM;AKINOAM;ACHINOAM;Ainoã;AHINOAM;AHINOAM;AHINOAM
1200000162;Ahio;亚希约;亞希約;ACHJO;AJO;Achjo;ΑΧΙΩ;Ahjo;Ahio;AHIO;Ahio;アフヨ;아히오;AHIO;AHJO;ACHIO;Aiô;AHIÓ;AHJO;AHIO
1200000163;Ahira;亚希拉;亞希拉;ACHIRA;AHIRA;Ahira;ΑΧΙΡΑ;Ahira;Ahira;AHIRA;Aira;アヒラ;아히라;AHIRA;AKIRA;ACHIRA;Aira;AHIRÁ;AHIRA;AHIRA
1200000164;Ahiram;亚希兰;亞希蘭;ACHIRAM;AHIRAM;Ahiram;ΑΧΙΡΑΜ;Ahiram;Ahiram;AHIRAM;Airam;アヒラム;아히람;AHIRAM;AHIRAM;ACHIRAM;Airão;AHIRAM;AHIRAM;AHIRAM
1200000165;Ahiramites;亚希兰人;亞希蘭人;ACHIRAMOVCI;AHIRAMITTER;Ahiramiter;ΑΧΙΡΑΜΙΤΕΣ;Ahiramilaiset;Ahiramites;AHIRAM, KETURUNAN;Airamiti;アヒラム人;아히람 사람들;AHIRAMIETEN;AHIRAMITTER;ACHIRAMICI;Airamitas;AHIRAMITAS;AHIRAMITER;AHIRAMITA, MGA
1200000166;Ahisamach;亚希撒末;亞希撒末;ACHISAMAK;AHISAMAK;Ahisamach;ΑΧΙΣΑΜΑΧ;Ahisamak;Ahisamak;AHISAMAKH;Aisamac;アヒサマク;아히사막;AHISAMACH;AKISAMAK;ACHISAMACH;Aisamaque;AHISAMAC;AHISAMAK;AHISAMAC
1200000167;Ahishahar;亚希沙哈;亞希沙哈;ACHIŠACHAR;AHISJAHAR;Ahischahar;ΑΧΙΣΑΑΡ;Ahisahar;Ahishahar;AHISYAHAR;Aisaar;アヒシャハル;아히사할;AHISAHAR;AKISJAHAR;ACHISZACHAR;Aisaar;AHISÁHAR;AHISAHAR;AHISAHAR
1200000168;Ahishar;亚希沙;亞希沙;ACHIŠAR;AHISJAR;Ahischar;ΑΧΙΣΑΡ;Ahisar;Ahishar;AHISYAR;Aisar;アヒシャル;아히살;AHISAR;AKISJAR;ACHISZAR;Aisar;AHISAR;AHISAR;AHISAR
1200000169;Ahithophel;亚希多弗;亞希多弗;ACHITOFEL;AKITOFEL;Ahithophel;ΑΧΙΤΟΦΕΛ;Ahitofel;Ahithophel;AHITOFEL;Ahitofel;アヒトフェル;아히도벨;ACHITOFEL;AKITOFEL;ACHITOFEL;Aitofel;AHITOFEL;AHITOFEL;AHITOPEL
1200000170;Ahitub;亚希突;亞希突;ACHITUB;AHITUB;Ahitub;ΑΧΙΤΩΒ;Ahitub;Ahitoub;AHITUB;Ahitub;アヒトブ;아히둡;AHITUB;AKITUB;ACHITUB;Aitube;AHITUB;AHITUB;AHITUB
1200000171;Ahlab;亚黑拉;亞黑拉;ACHLAB;AHLAB;Achlab;ΑΑΛΑΒ;Ahlab;Ahlab;AHLAB;Alab;アフラブ;알랍;AHLAB;AHLAB;ACHLAB;Alabe;AHLAB;AHLAB;ALAB
1200000172;Ahlai;亚莱;亞萊;ACHLAI;ALAJ;Achlai;ΑΑΛΑΪ;Ahlai;Ahlaï;AHLAI;Alai;アフライ;알래;ACHLAI;AKLAI;ACHLAJ;Alai;AHLAI;AHLAJ;ALAI
1200000173;Ahoah;亚何亚;亞何亞;ACHOACH, ACHOCHI, ACHOCHIOVEC;AHOA;Ahoach;ΑΧΩΑ;Ahoah, Ahohi, ahohilainen;Ahoah, Ahohi, Ahohite;AHOAH;Aoa;アホアハ，アホヒ，アホアハ人;아호아;AHOAH;AKOAH;ACHOACH, ACHOCHI, ACHOCHITA;Aoá, Aoí, aoíta;AHOAH, AHOHÍ, AHOHÍTA;AHOA;AHOA, AHOHI, AHOHITA
1200000174;Ahumai;亚户买;亞户買;ACHUMAI;AHUMAJ;Ahumai;ΑΧΟΥΜΑΪ;Ahumai;Ahoumaï;AHUMAI;Aumai;アフマイ;아후매;AHUMAI;AHUMAI;ACHUMAJ;Aumai;AHUMAI;AHUMAJ;AHUMAI
1200000175;Ahuzzam;亚户撒;亞户撒;ACHUZZAM;AHUZZAM;Ahusam;ΑΧΟΥΖΑΜ;Ahussam;Ahouzzam;AHUZAM;Auzzam;アフザム;아훗삼;AHUZZAM;AHUSSAM;ACHUZZAM;Auzão;AHUZAM;AHUSSAM;AHUZAM
1200000176;Ahuzzath;亚户萨;亞户薩;ACHUZZAT;AHUZZAT;Ahusath;ΟΧΟΖΑΘ;Ahussat;Ahouzzath;AHUZAT;Auzat;アフザト;아훗삿;AHUZZATH;AKUSSAT;ACHUZZAT;Ausate;AHUZAT;AHUSSAT;AHUZAT
1200000177;Ahzai;亚哈赛;亞哈賽;ACHZAI;AZAJ;Achsai;ΑΑΖΑΪ;Ahsai;Ahzaï;AHZAI;Azai;アフザイ;아흐새;AHZAI;AHSAI;ACHZAJ;Azai;AHZAI;ASAJ;AZAI
1200000178;Ai;艾城;艾城;AI;AJ;Ai;ΓΑΙ;Ai;Aï;AI;Ai;アイ;아이, I;AI;AI;AJ;Ai;HAI;AJ;AI
1200000179;Aiah;亚雅;亞雅;AIJÁŠ;AJJA;Aja;ΑΪΑ;Ajja;Aïa;AYA;Aia;アヤ，I;아야;AJJA;AJA;AJA;Aiá;AYÁ;AJA;AIAS
1200000180;Aiath;艾押;艾押;AIJAT;AJJAT;Ajath;ΓΑΙΑΘ;Aijat;Aïath;AYAT;Aiat;アヤト;아얏;AJATH;AJAT;AJJAT;Aiate;AYAT;AJAT;AIAT
1200000181;Aija;艾雅;艾雅;AIJA;;;ΓΑΙΙΑ;Aija;Aïya;AIYA;Aija;アヤ，II;아이야;AJA;AIJA;AJJA;Aija;AYA;AJAH;AIJA
1200000182;Aijalon;亚雅仑;亞雅崙;AIJALON;AJJALON;Ajalon;ΑΙΑΛΩΝ;Aijalon;Ayyalôn;AIYALON;Aialon;アヤロン;아얄론;AJALON;AJALON;AJJALON;Aijalom;AYALÓN;AJALON;AIJALON
1200000183;Ain;亚因;亞因;AJIN;AJIN;Ajin;ΑΕΙΝ;Ain;Aïn;AIN;Ain;アイン，I;아인, I;AÏN;AJIN;AIN;Aim;AIN;AJIN;AIN
1200000184;Akan;雅康;雅康;AKAN;AKAN;Akan;ΑΚΑΝ;Akan;Aqân;AKAN;;アカン，II;아칸;AKAN;;AKAN;Ácã;AQÁN;;AKAN
1200000185;Akeldama;亚革大马;亞革大馬;AKELDAMA;HAKELDAMA;Akeldama;ΑΚΕΛΔΑΜΑ;Akeldama;Akeldama;AKELDAMA;Akeldamà;アケルダマ;아겔다마;AKELDAMA;AKELDAMA;AKELDAMA;Acéldama;AKÉLDAMA;AKELDAMA;AKELDAMA
1200000186;Akkub;阿谷;阿谷;AKKUB;AKKUB;Akkub;ΑΚΚΟΥΒ;Akkub;Aqqoub;AKUB;Accub;アクブ;악굽;AKKUB;AKKUB;AKKUB;Acube;AQUB;AKKUB;AKUB
1200000187;Akrabbim;亚克拉宾;亞克拉賓;AKRABBIM;AKRABBIM;Akrabbim;ΑΚΡΑΒΒΙΜ;Akrabbim;Aqrabbim;AKRABIM;Acrabbim;アクラビム;아그랍빔;AKRABBIM;AKRABBIM-STIGNINGEN;AKRABBIM;Acrabim;AQRABIM;AKRABBIMSTIGNINGEN;AKRABIM
1200000188;Alabaster;雪花石;雪花石;ALABASTR;ALABAST;Alabaster;ΑΛΑΒΑΣΤΡΟ;Alabasteri;Albâtre;PUALAM;Alabastro;雪花石こう;설화 석고 용기;ALBAST;ALABAST, ALABASTKRUKKE;ALABASTER;Alabastro;ALABASTRO;ALABASTER;ALABASTRO
1200000189;Alamoth;高音，少女调;高音，少女調;ALAMOT;ALAMOT;Alamoth;ΑΛΑΜΩΘ;Alamot;Alamoth;ALAMOT;Alamot;アラモト;알라못;ALAMOTH;ALAMOT;ALAMOT;Alamote;ALAMOT;ALAMOT;ALAMOT
1200000190;Alemeth;阿勒篾;阿勒篾;ALEMET;ALEMET;Alemeth;ΑΛΕΜΕΘ;Alemet;Alémeth;ALEMET;Alemet;アレメト;알레멧;ALEMETH;ALEMET;ALEMET;Alemete;ALÉMET;ALEMET;ALEMET
1200000191;ʼAleph;阿莱弗;阿萊弗;ʼALEF;’ALÆF;Alef;’ΑΛΕΦ;Alef;ʼAlèph;ALEF;ʼAlef;アーレフ;알레프;ʼALEF;ʼALEF;ALEF;Álefe;ʼÁLEF;’ALEF;ALEP
1200000192;Alexander;亚历山大;亞歷山大;ALEXANDR;ALEXANDER;Alexander;ΑΛΕΞΑΝΔΡΟΣ;Aleksanteri;Alexandre;ALEKSANDER;Alessandro;アレクサンドロス;알렉산더;ALEXANDER;ALEKSANDER;ALEKSANDER;Alexandre;ALEJANDRO;ALEXANDER;ALEJANDRO
1200000193;Alexandria;亚历山大（城）;亞歷山大（城）;ALEXANDRIE;ALEXANDRIA;Alexandria;ΑΛΕΞΑΝΔΡΕΙΑ;Aleksandria;Alexandrie;ALEKSANDRIA;Alessandria;アレクサンドリア;알렉산드리아;ALEXANDRIË;ALEXANDRIA;ALEKSANDRIA;Alexandria;ALEJANDRÍA;ALEXANDRIA;ALEJANDRIA
1200000194;Algum;檀香;檀香;ALGUM;ALMUGTRÆ;Alguminbaum;ΑΛΓΟΥΜ;Algumpuu;Algoummim;CENDANA;Algum;アルグム;알굼나무;ALGUMMIMBOOM;ALGUM;ALGUMOWE DREWNO;Algum;ALGUM;ALGUMTRÄD;ALGUM
